Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
239,832633,832633,10000,2025-12-14,1
240,499305,499305,10000,2025-03-21,1
241,299050,299050,10000,2025-01-27,1
242,627955,627955,10000,2025-09-21,1
243,394721,394721,10000,2025-06-21,1
244,99793,99793,10000,2025-08-28,1
245,290305,290305,10000,2025-03-07,1
246,687110,687110,10000,2025-05-07,1
247,732180,732180,10000,2025-06-28,1
248,632141,632141,10000,2025-02-27,1
249,246011,246011,10000,2025-02-27,1
250,943576,943576,10000,2025-01-27,1
251,434889,434889,10000,2025-03-21,1
252,888014,888014,10000,2025-04-07,1
253,366464,366464,10000,2025-04-07,1
254,93435,93435,10000,2025-04-14,1
255,793691,793691,10000,2025-07-21,1
256,531530,531530,10000,2025-04-07,1
257,23254,23254,10000,2025-07-14,1
258,751991,751991,10000,2025-08-14,1
259,855857,855857,10000,2025-05-28,1
260,4199,4199,10000,2025-06-21,1
261,680269,680269,10000,2025-08-28,1
262,988373,988373,10000,2025-06-21,1
263,394179,394179,10000,2025-12-28,1
264,378511,378511,10000,2025-03-07,1
265,60884,60884,10000,2025-05-07,1
266,980215,980215,10000,2025-03-07,1
267,16515,16515,10000,2025-02-13,1
268,543829,543829,10000,2025-11-14,1
269,440305,440305,10000,2025-01-06,1
270,272667,272667,10000,2025-12-28,1
271,469859,469859,10000,2025-10-07,1
272,838832,838832,10000,2025-11-21,1
273,765181,765181,10000,2025-08-28,1
274,634833,634833,10000,2025-07-07,1
275,474638,474638,10000,2025-10-28,1
276,662253,662253,10000,2025-06-07,1
277,707688,707688,10000,2025-07-28,1
278,775391,775391,10000,2025-07-21,1
279,17230,17230,10000,2025-01-27,1
280,676846,676846,10000,2025-04-21,1
281,996723,996723,10000,2025-04-14,1
282,263625,263625,10000,2025-04-14,1
283,217478,217478,10000,2025-03-14,1
284,889919,889919,10000,2025-06-21,1
285,302191,302191,10000,2025-08-28,1
286,366966,366966,10000,2025-08-21,1
287,264297,264297,10000,2025-02-13,1
288,278045,278045,10000,2025-09-07,1
289,11231,11231,10000,2025-09-07,1
290,59960,59960,10000,2025-10-28,1
291,729435,729435,10000,2025-12-28,1
292,520632,520632,10000,2025-06-28,1
293,476119,476119,10000,2025-11-14,1
294,320226,320226,10000,2025-12-07,1
295,185864,185864,10000,2025-10-28,1
296,486320,486320,10000,2025-09-28,1
297,809538,809538,10000,2025-11-07,1
298,215770,215770,10000,2025-07-14,1
299,594259,594259,10000,2025-08-28,1
300,24407,24407,10000,2025-09-07,1
301,311022,311022,10000,2025-10-14,1
302,860006,860006,10000,2025-09-28,1
303,321101,321101,10000,2025-04-28,1
304,395049,395049,10000,2025-05-14,1
305,761674,761674,10000,2025-01-27,1
306,179154,179154,10000,2025-06-28,1
307,250533,250533,10000,2025-07-07,1
308,900563,900563,10000,2025-07-21,1
309,846518,846518,10000,2025-11-21,1
310,950332,950332,10000,2025-07-14,1
311,579079,579079,10000,2025-03-07,1
312,949059,949059,10000,2025-01-20,1
313,730641,730641,10000,2025-04-14,1
314,802683,802683,10000,2025-02-13,1
315,417901,417901,10000,2025-10-21,1
316,630455,630455,10000,2025-07-21,1
317,981100,981100,10000,2025-08-07,1
318,282335,282335,10000,2025-05-28,1
319,700293,700293,10000,2025-05-14,1
320,887045,887045,10000,2025-08-14,1
321,589586,589586,10000,2025-11-21,1
322,839319,839319,10000,2025-03-21,1
323,686675,686675,10000,2025-02-27,1
324,517019,517019,10000,2025-08-14,1
325,955097,955097,10000,2025-07-21,1
326,78497,78497,10000,2025-06-21,1
327,490507,490507,10000,2025-03-07,1
328,277204,277204,10000,2025-05-21,1
329,335750,335750,10000,2025-05-07,1
330,355186,355186,10000,2025-06-14,1
331,896805,896805,10000,2025-04-14,1
332,703526,703526,10000,2025-03-14,1
333,840326,840326,10000,2025-12-21,1
334,387266,387266,10000,2025-02-06,1
335,313964,313964,10000,2025-10-28,1
336,806685,806685,10000,2025-01-20,1
337,76553,76553,10000,2025-02-27,1
338,978660,978660,10000,2025-12-07,1
339,976394,976394,10000,2025-09-28,1
340,196091,196091,10000,2025-10-07,1
341,298653,298653,10000,2025-12-28,1
342,829370,829370,10000,2025-01-13,1
343,907883,907883,10000,2025-07-21,1
344,241954,241954,10000,2025-01-27,1
345,107092,107092,10000,2025-08-07,1
346,615449,615449,10000,2025-07-21,1
347,99458,99458,10000,2025-09-28,1
348,467396,467396,10000,2025-01-13,1
349,188212,188212,10000,2025-03-28,1
350,532330,532330,10000,2025-06-14,1
351,480511,480511,10000,2025-11-14,1
352,718746,718746,10000,2025-10-14,1
353,173230,173230,10000,2025-04-21,1
354,993534,993534,10000,2025-07-28,1
355,798412,798412,10000,2025-06-14,1
356,747027,747027,10000,2025-01-20,1
357,242198,242198,10000,2025-09-28,1
358,266455,266455,10000,2025-01-06,1
359,126419,126419,10000,2025-05-28,1
360,878939,878939,10000,2025-06-21,1
361,539284,539284,10000,2025-06-14,1
362,684884,684884,10000,2025-04-07,1
363,8973,8973,10000,2025-07-07,1
364,482164,482164,10000,2025-05-21,1
365,146207,146207,10000,2025-06-21,1
366,367965,367965,10000,2025-05-14,1
367,520815,520815,10000,2025-12-28,1
368,768674,768674,10000,2025-03-14,1
369,291381,291381,10000,2025-02-13,1
370,738364,738364,10000,2025-05-21,1
371,592689,592689,10000,2025-05-14,1
372,466091,466091,10000,2025-06-21,1
373,628290,628290,10000,2025-08-21,1
374,552240,552240,10000,2025-11-07,1
375,118445,118445,10000,2025-08-14,1
376,533695,533695,10000,2025-03-07,1
377,362848,362848,10000,2025-05-21,1
378,667215,667215,10000,2025-12-28,1
379,291197,291197,10000,2025-08-14,1
380,134990,134990,10000,2025-10-28,1
381,850696,850696,10000,2025-04-21,1
382,250158,250158,10000,2025-06-28,1
383,445489,445489,10000,2025-03-07,1
384,797795,797795,10000,2025-10-07,1
385,737183,737183,10000,2025-02-27,1
386,162602,162602,10000,2025-04-07,1
387,789902,789902,10000,2025-03-14,1
388,559940,559940,10000,2025-11-21,1
389,161243,161243,10000,2025-07-21,1
390,563494,563494,10000,2025-08-07,1
391,123531,123531,10000,2025-07-07,1
392,502570,502570,10000,2025-02-20,1
393,639964,639964,10000,2025-07-14,1
394,335308,335308,10000,2025-02-20,1
395,422879,422879,10000,2025-05-28,1
396,449781,449781,10000,2025-11-28,1
397,212705,212705,10000,2025-02-27,1
398,21601,21601,10000,2025-01-06,1
399,65297,65297,10000,2025-05-28,1
400,278265,278265,10000,2025-04-14,1
401,598011,598011,10000,2025-11-28,1
402,569822,569822,10000,2025-11-21,1
403,423141,423141,10000,2025-02-13,1
404,803977,803977,10000,2025-08-28,1
405,145017,145017,10000,2025-03-21,1
406,972574,972574,10000,2025-04-21,1
407,700270,700270,10000,2025-04-21,1
408,414013,414013,10000,2025-03-07,1
409,650623,650623,10000,2025-08-28,1
410,448103,448103,10000,2025-04-28,1
411,518667,518667,10000,2025-02-13,1
412,401316,401316,10000,2025-06-28,1
413,515257,515257,10000,2025-10-21,1
414,217767,217767,10000,2025-12-28,1
415,219217,219217,10000,2025-12-14,1
416,279119,279119,10000,2025-08-14,1
417,72092,72092,10000,2025-12-21,1
418,725684,725684,10000,2025-09-28,1
419,262795,262795,10000,2025-01-06,1
420,378770,378770,10000,2025-11-21,1
421,181451,181451,10000,2025-10-07,1
422,941312,941312,10000,2025-11-21,1
423,275473,275473,10000,2025-08-28,1
424,941045,941045,10000,2025-02-27,1
425,267126,267126,10000,2025-11-07,1
426,111765,111765,10000,2025-05-14,1
427,187359,187359,10000,2025-11-28,1
428,565399,565399,10000,2025-10-21,1
429,214595,214595,10000,2025-04-28,1
430,768362,768362,10000,2025-05-07,1
431,817268,817268,10000,2025-12-21,1
432,600901,600901,10000,2025-10-21,1
433,12633,12633,10000,2025-07-07,1
434,377374,377374,10000,2025-01-27,1
435,826029,826029,10000,2025-11-28,1
436,467769,467769,10000,2025-01-20,1
437,512573,512573,10000,2025-06-21,1
438,696427,696427,10000,2025-10-21,1
439,700331,700331,10000,2025-06-21,1
440,842577,842577,10000,2025-02-13,1
441,16263,16263,10000,2025-06-07,1
442,702137,702137,10000,2025-05-28,1
443,37665,37665,10000,2025-11-28,1
444,332630,332630,10000,2025-10-28,1
445,586200,586200,10000,2025-08-21,1
446,475173,475173,10000,2025-04-14,1
447,408432,408432,10000,2025-12-07,1
448,844070,844070,10000,2025-03-14,1
449,254109,254109,10000,2025-04-14,1
450,467944,467944,10000,2025-07-14,1
451,774591,774591,10000,2025-05-14,1
452,641459,641459,10000,2025-08-14,1
453,312805,312805,10000,2025-08-28,1
454,909059,909059,10000,2025-10-07,1
455,395012,395012,10000,2025-04-07,1
456,131682,131682,10000,2025-10-14,1
457,585919,585919,10000,2025-11-14,1
458,132214,132214,10000,2025-03-28,1
459,72109,72109,10000,2025-01-06,1
460,103127,103127,10000,2025-10-07,1
461,903333,903333,10000,2025-02-13,1
462,918155,918155,10000,2025-08-14,1
463,983211,983211,10000,2025-05-14,1
464,716076,716076,10000,2025-06-28,1
465,515021,515021,10000,2025-02-27,1
466,337899,337899,10000,2025-03-21,1
467,419555,419555,10000,2025-04-28,1
468,430095,430095,10000,2025-02-13,1
469,831701,831701,10000,2025-05-28,1
470,563539,563539,10000,2025-09-21,1
471,476393,476393,10000,2025-08-14,1
472,572925,572925,10000,2025-05-14,1
473,734681,734681,10000,2025-04-28,1
474,513969,513969,10000,2025-04-14,1
475,840783,840783,10000,2025-03-21,1
476,634604,634604,10000,2025-11-21,1
477,161007,161007,10000,2025-11-28,1
478,691852,691852,10000,2025-04-21,1
479,412702,412702,10000,2025-08-07,1
480,64430,64430,10000,2025-01-13,1
481,248193,248193,10000,2025-02-13,1
482,384022,384022,10000,2025-03-28,1
483,541381,541381,10000,2025-03-07,1
484,497224,497224,10000,2025-07-14,1
485,312470,312470,10000,2025-09-28,1
486,706454,706454,10000,2025-03-14,1
487,225964,225964,10000,2025-05-21,1
488,117019,117019,10000,2025-09-21,1
489,812029,812029,10000,2025-08-28,1
490,474441,474441,10000,2025-04-14,1
491,654933,654933,10000,2025-06-07,1
492,164432,164432,10000,2025-04-07,1
493,952268,952268,10000,2025-10-28,1
494,764130,764130,10000,2025-10-14,1
495,4825,4825,10000,2025-03-07,1
496,62759,62759,10000,2025-06-21,1
497,813387,813387,10000,2025-05-14,1
498,905779,905779,10000,2025-10-21,1
499,76759,76759,10000,2025-09-21,1
500,321924,321924,10000,2025-07-28,1
501,970531,970531,10000,2025-09-21,1
502,343650,343650,10000,2025-12-07,1
503,490873,490873,10000,2025-03-07,1
504,871857,871857,10000,2025-02-13,1
505,943074,943074,10000,2025-09-14,1
506,433449,433449,10000,2025-04-14,1
507,588748,588748,10000,2025-08-07,1
508,889059,889059,10000,2025-02-13,1
509,710291,710291,10000,2025-09-07,1
510,228991,228991,10000,2025-08-28,1
511,566642,566642,10000,2025-03-14,1
512,34837,34837,10000,2025-03-07,1
513,366586,366586,10000,2025-08-07,1
514,808958,808958,10000,2025-04-07,1
515,110095,110095,10000,2025-10-21,1
516,47516,47516,10000,2025-10-28,1
517,422036,422036,10000,2025-02-06,1
518,230181,230181,10000,2025-11-28,1
519,521380,521380,10000,2025-07-14,1
520,285615,285615,10000,2025-05-14,1
521,884436,884436,10000,2025-06-28,1
522,761216,761216,10000,2025-10-28,1
523,814754,814754,10000,2025-02-06,1
524,259515,259515,10000,2025-01-20,1
525,208542,208542,10000,2025-10-14,1
526,892549,892549,10000,2025-08-28,1
527,123874,123874,10000,2025-06-14,1
528,829545,829545,10000,2025-07-07,1
529,852868,852868,10000,2025-03-28,1
530,502280,502280,10000,2025-05-07,1
531,520160,520160,10000,2025-03-14,1
532,542823,542823,10000,2025-02-13,1
533,990104,990104,10000,2025-03-14,1
534,236426,236426,10000,2025-12-21,1
535,245020,245020,10000,2025-06-14,1
536,834402,834402,10000,2025-10-14,1
537,100945,100945,10000,2025-10-21,1
538,312866,312866,10000,2025-10-28,1
539,314049,314049,10000,2025-01-20,1
540,636075,636075,10000,2025-11-28,1
541,741209,741209,10000,2025-02-27,1
542,1424,1424,10000,2025-11-21,1
543,332799,332799,10000,2025-04-14,1
544,443155,443155,10000,2025-10-21,1
545,340499,340499,10000,2025-04-28,1
546,382355,382355,10000,2025-09-07,1
547,390055,390055,10000,2025-09-21,1
548,95685,95685,10000,2025-06-07,1
549,989752,989752,10000,2025-03-28,1
550,138141,138141,10000,2025-06-07,1
551,353858,353858,10000,2025-10-28,1
552,328888,328888,10000,2025-08-07,1
553,870446,870446,10000,2025-04-07,1
554,601114,601114,10000,2025-05-21,1
555,95614,95614,10000,2025-03-28,1
556,168381,168381,10000,2025-01-20,1
557,956080,956080,10000,2025-03-28,1
558,665646,665646,10000,2025-09-14,1
559,509486,509486,10000,2025-01-13,1
560,516478,516478,10000,2025-02-20,1
561,518629,518629,10000,2025-01-06,1
562,848029,848029,10000,2025-01-06,1
563,21493,21493,10000,2025-09-21,1
564,867753,867753,10000,2025-11-28,1
565,590944,590944,10000,2025-08-07,1
566,338289,338289,10000,2025-04-14,1
567,838329,838329,10000,2025-07-07,1
568,761636,761636,10000,2025-12-21,1
569,251494,251494,10000,2025-02-20,1
570,859382,859382,10000,2025-01-13,1
571,162823,162823,10000,2025-11-14,1
572,766546,766546,10000,2025-05-21,1
573,995953,995953,10000,2025-03-07,1
574,793844,793844,10000,2025-12-21,1
575,225768,225768,10000,2025-11-07,1
576,284243,284243,10000,2025-08-14,1
577,256640,256640,10000,2025-03-14,1
578,736206,736206,10000,2025-06-28,1
579,621587,621587,10000,2025-04-28,1
580,782277,782277,10000,2025-05-14,1
581,917942,917942,10000,2025-01-13,1
582,420707,420707,10000,2025-06-21,1
583,377282,377282,10000,2025-10-28,1
584,201924,201924,10000,2025-09-14,1
585,152178,152178,10000,2025-10-14,1
586,656319,656319,10000,2025-03-21,1
587,773264,773264,10000,2025-09-28,1
588,349984,349984,10000,2025-03-28,1
589,939041,939041,10000,2025-09-07,1
590,953162,953162,10000,2025-04-07,1
591,676335,676335,10000,2025-11-28,1
592,342308,342308,10000,2025-04-07,1
593,244160,244160,10000,2025-02-06,1
594,684732,684732,10000,2025-11-07,1
595,728255,728255,10000,2025-10-07,1
596,490430,490430,10000,2025-12-21,1
597,218203,218203,10000,2025-03-07,1
598,76064,76064,10000,2025-10-28,1
599,466678,466678,10000,2025-01-27,1
600,667041,667041,10000,2025-07-07,1
601,779882,779882,10000,2025-10-28,1
602,562996,562996,10000,2025-03-28,1
603,188334,188334,10000,2025-07-28,1
604,158516,158516,10000,2025-02-06,1
605,915265,915265,10000,2025-09-21,1
606,515761,515761,10000,2025-03-07,1
607,811703,811703,10000,2025-10-07,1
608,157590,157590,10000,2025-07-28,1
609,107564,107564,10000,2025-11-21,1
610,866336,866336,10000,2025-01-13,1
611,889234,889234,10000,2025-08-07,1
612,261643,261643,10000,2025-11-14,1
613,73389,73389,10000,2025-07-07,1
614,314757,314757,10000,2025-12-28,1
615,478094,478094,10000,2025-04-07,1
616,311981,311981,10000,2025-05-28,1
617,640467,640467,10000,2025-11-28,1
618,602541,602541,10000,2025-04-14,1
619,304129,304129,10000,2025-12-14,1
620,916545,916545,10000,2025-03-21,1
621,967870,967870,10000,2025-06-14,1
622,405647,405647,10000,2025-04-28,1
623,212965,212965,10000,2025-11-14,1
624,961794,961794,10000,2025-11-07,1
625,675459,675459,10000,2025-07-07,1
626,445886,445886,10000,2025-04-07,1
627,871399,871399,10000,2025-11-14,1
628,212080,212080,10000,2025-06-14,1
629,443179,443179,10000,2025-11-14,1
630,494951,494951,10000,2025-04-28,1
631,205058,205058,10000,2025-04-07,1
632,707942,707942,10000,2025-04-07,1
633,833738,833738,10000,2025-12-21,1
634,291265,291265,10000,2025-10-21,1
635,752029,752029,10000,2025-09-21,1
636,270755,270755,10000,2025-10-07,1
637,615046,615046,10000,2025-06-14,1
638,375927,375927,10000,2025-02-13,1
639,474119,474119,10000,2025-05-28,1
640,384992,384992,10000,2025-11-21,1
641,798724,798724,10000,2025-04-21,1
642,803092,803092,10000,2025-03-28,1
643,43521,43521,10000,2025-11-28,1
644,246796,246796,10000,2025-04-21,1
645,246789,246789,10000,2025-04-14,1
646,17391,17391,10000,2025-07-07,1
647,699615,699615,10000,2025-07-07,1
648,336215,336215,10000,2025-08-14,1
649,888265,888265,10000,2025-12-14,1
650,855746,855746,10000,2025-02-06,1
651,810490,810490,10000,2025-06-14,1
652,881220,881220,10000,2025-09-14,1
653,799524,799524,10000,2025-06-28,1
654,820684,820684,10000,2025-04-21,1
655,223388,223388,10000,2025-05-07,1
656,657303,657303,10000,2025-11-28,1
657,922372,922372,10000,2025-02-20,1
658,922249,922249,10000,2025-10-21,1
659,167595,167595,10000,2025-11-28,1
660,176013,176013,10000,2025-11-28,1
661,329452,329452,10000,2025-02-20,1
662,66161,66161,10000,2025-10-07,1
663,554731,554731,10000,2025-08-28,1
664,483880,483880,10000,2025-01-27,1
665,810657,810657,10000,2025-11-28,1
666,35377,35377,10000,2025-08-28,1
667,335070,335070,10000,2025-06-28,1
668,3063,3063,10000,2025-05-14,1
669,442240,442240,10000,2025-04-21,1
670,486481,486481,10000,2025-03-07,1
671,670600,670600,10000,2025-03-28,1
672,174755,174755,10000,2025-06-21,1
673,112742,112742,10000,2025-01-13,1
674,591988,591988,10000,2025-06-14,1
675,933206,933206,10000,2025-09-28,1
676,145064,145064,10000,2025-05-07,1
677,19313,19313,10000,2025-10-07,1
678,44018,44018,10000,2025-04-07,1
679,666605,666605,10000,2025-04-28,1
680,695512,695512,10000,2025-04-21,1
681,149609,149609,10000,2025-10-07,1
682,500847,500847,10000,2025-06-07,1
683,578873,578873,10000,2025-08-14,1
684,79419,79419,10000,2025-12-28,1
685,241641,241641,10000,2025-03-21,1
686,191926,191926,10000,2025-05-21,1
687,380210,380210,10000,2025-10-28,1
688,706614,706614,10000,2025-08-21,1
689,680812,680812,10000,2025-02-20,1
690,301544,301544,10000,2025-11-21,1
691,213239,213239,10000,2025-08-14,1
692,344092,344092,10000,2025-02-20,1
693,38579,38579,10000,2025-05-28,1
694,989183,989183,10000,2025-09-07,1
695,712501,712501,10000,2025-09-21,1
